,Unnamed: 0,data,label
17828,17828,i feel so passionate about helping these particular children not just because i love to help kids in need but these kids are making some great effort to be successful in school,2
3086,3086,i hate sleeping pills prescription because of the terrible feeling groggy,0
39660,39660,i was thinking about how meeting people like angelica or edward made me feel less hostile towards bands like the used or hawthorne heights and idk,3
13131,13131,i didnt feel disappointed at all,0
19494,19494,i wanted the shoot to feel casual but i wanted us to look classic and i wanted myself and girls all in dresses to make us all look sweet and feminine,1
27915,27915,i feel my efforts are in vain lol a href http twitter,0
69904,69904,ive had enough feeling reminds me of a popular commercial for bath salts that ran on television many many years ago,1
4478,4478,i feel like im just horrible at managing my time and suck at life,0
52301,52301,i agree that reading the book as a bedtime story would be obviously inappropriate as with any war story however i do feel it will bring out the compassionate side of anyone who has a heart not just reserved for his or her own corner of the world,2
25389,25389,i find it hard to feel sympathetic,2
44831,44831,i write i feel relieved distressed and happy because i am able to let it all out on paper and not look at it ever again unless i really have to,1
9707,9707,i feel outraged by these advertisements and what it reflects about our society s tendency to use drugs as a means of managing people s upset,3
64674,64674,i want to make more people feel the way drew makes me feel when he gives me a compliment because few words bring me more joy than the sweet sincere ones that come from him,1
16286,16286,i feel more elegant older amp sexier,1
47843,47843,i feel did not have the emotional pull needed to give justice to such a powerful part of the japanese culture,0
29318,29318,im feeling oh so insecure about myself,4
40761,40761,ive learned how to make pancakes and omelets for myself which is a start but i really must learn to cook ive begun to feel like an idiot and i hope i continue to keep the feeling going till i learn how to cook something useful when i go back home,1
19189,19189,i began to write this post i was feeling very unhappy,0
60297,60297,i feel disturbed and green but i suck it up even as the tang of iron lingers inside my nose,0
48048,48048,i feel angry whenever i see that school they built,3
53591,53591,i ever answer if only because even though i m much more versed in relationships than say nutrition i feel that love and all that comes with it is a much more delicate topic,2
23863,23863,i am feeling virtuous because the next one the flight from the enchanter is supposedly making its dogged way through the post right now,1
65544,65544,i feel selfish just by spilling out thoughts on how i feel about a certain situation im facing,3
49504,49504,i feel remarkably bouncy for someone who is dying yet again,1
8592,8592,i feel like the more i live on the internet the less sociable i become and the more difficult it becomes to actually be sociable,1
42511,42511,i came home from the family meeting him and telling me they wanted to buy him and pick him up within the week feeling relieved it was done but horribly sad and drained like i was missing part of me,1
67038,67038,i feel regretful and sad about m,0
24471,24471,i learn and grow the most when i go to situations where i feel uncomfortable,4
65455,65455,i knew it might be hard to capture that feel sure there are many of the elements one would expect in this one complete with the non linear but interesting storyline the contrast of color strange angles of cinematography and an intriguing vision,1
69496,69496,i understand my dad is worried about his finances but im feel frustration towardsd him as hes been reluctant to seek advice on how to go about the whole thing,4
5733,5733,i was a collegiate ncaa soccer player and after having children and acl reconstructions i struggled to get in a workout that made me feel good,1
26408,26408,i am feeling strangely amorous right now,2
908,908,i have thirteen paintings crammed into my home which will soon feel dismally empty once their gone,0
4321,4321,i would keep wedding photos on my computer where they are easily accessible at times when i am feeling vulnerable,4
27904,27904,i can vividly remember feeling beaten black and blue from the inside out during pregnancy due to what i described to everyone as my baby flapping like a bird,0
7646,7646,i have a feeling that jones not his real name his real name is hot was a navy seal before he was captured and tortured by extremists and i hope he and molly have their own book at some point so i can witness more of the cuteness,2
51471,51471,i just feel mad at the world tonight because events have conspired and i am alone tonight when i don t want to be,3
30917,30917,i feel like ive been vry greedy,3
28010,28010,i awoke an hour after feeling groggy,0
39124,39124,i feel like i am still supporting the store,1
10122,10122,i had a feeling he wouldn t be friendly about it,1
30547,30547,i bet now glen schofield s feeling spiteful early on i didn t know but dead space blows dead space blows dead space blows,3
38101,38101,ive been struggling for years to be able to say well how ritual and cosmic evolution are connected and although i felt immensely satisfied to be able to express it adequately for the first time im sure some readers didnt feel as delighted as i did,1
24714,24714,i find myself exhausted most of the time and everything i ve ever read suggests i try napping but every time i do i have a problem waking up and i usually feel more listless than i did before,0
16428,16428,ill leave feeling that weve resolved something,1
70627,70627,i feel like a talented creative amazing,1
37237,37237,i didn t do a preview for last week and i m not feeling all that impressed with myself on last week s training darn bronchitis,5
37425,37425,i feel honoured and great that i m one of the top profile rappers in town,1
33319,33319,i do and all the while feeling completely worthless,0
19886,19886,i so grateful for parents who taught me about hardwork dedication love and who always made me feel accepted just the way that i was,1
27428,27428,i am stone and even with only the cm thickness i do not get anywhere near to feeling the slats supporting the mattress except when i sit on the edge unsurprisingly,1
56297,56297,i feel the divine will calling me every instant wanting to be loved and since my love is just little drops it wants to give me its own love so that i may have seas not just drops to tell god that i love him very much,1
35248,35248,i feeling so spiteful and catty,3
68383,68383,i feel very bouncy and cheerful over breakfast so i am planning to do more of that,1
17553,17553,i need to do this that and the other for college by such and such a date because for the past four years ive always felt like ive been needing to do something college based and now i dont but i still have that feeling its really weird i feel almost guilty in fact,4
36042,36042,i am feeling very inadequate on the domestic front,0
20986,20986,i woke up feeling completly doomed and i just started crying,0
63607,63607,im feeling a bit like it was a hot mess epic fail bit of a flail but life goes on,2
60215,60215,i feel fine havent had much issue with medication excepted for the sleeping pills,1
16377,16377,i feel like jane goodall being accepted into the chimpanzee family,2
68277,68277,i feel that those materials can be useful as well,1
17993,17993,i finished feeling very ashamed,0
31316,31316,i have been talking as well about running a canon au competition with shortfic words so it would have fast turn over but i was feeling uncertain about using this comm for that since its had a pretty dedicated purpose up until now,4
23722,23722,i still feel like i am a successful well integrated volunteer,1
15157,15157,i recoil from my own poisonous hate that wells up when i read the news stories about the recent murders even as i feel delicious satisfaction that both murderers have been wiped off the face of the earth,1
4260,4260,i know it sounds ridiculous that i m hurt to not be included or trusted but i honestly feel insulted,3
6329,6329,i am feeling so tender but energized about it all,2
47321,47321,i feel empty alone,0
20236,20236,i feel like all the effort has gone in vain,0
32191,32191,i feel very peaceful here,1
29426,29426,i feel so honoured but also really sorry that i wasnt really able to help them out with any of their problems,1
39863,39863,i feel like popular music has borrowed from higher music and that higher music is all to ready to debase itself with lower musical vehicles and programming,1
69190,69190,i would feel really skeptical to believe that the cars he is selling is real,4
46113,46113,i feel ok although my lip is swollen like a boxers,1
33047,33047,i wake up about i feel a bit low sure i tried to fap and i did it took some effort and the weather outside did make it harder to but then it was a case of getting up the usual change but i did end up relaxing and checking e mails and things,0
12316,12316,i have this feeling of supporting a lesser known team and am inspired to support them when i see their talent and eagerness to gain the cup,2
44500,44500,i feel you ll be very shocked if before you start your weight reduction plan you keep a journal of what you eat and at what times,5
32437,32437,i feel much more resolved and that im beginning to move on and understand that hes really with thuan,1
12987,12987,im not really sure what the book is going for am i supposed to feel scared amused grossed out suspenseful excited,4
37213,37213,i buy a non stretch jeans and i feel weird in it does not stick to the body the fabric is very soft and gives a lot is a cool and comfortable pants you can move freely sorry i had left a little short i give it four stars because the color they sent me chocolate is lighter than this in the photo,5
27233,27233,i sometimes feel like people think its totally perfect and seem to have this view of hawaii as absolute paradise but life in hawaii isnt necessarily paradise all the time,1
22758,22758,i feel pathetic because im still single,0
70060,70060,i like most about her designs is that they are so relaxed and one doesnt need to feel intimidated at the thought of making changes or so to speak not coloring within the lines,4
19540,19540,i didnt really feel embarrassed by it i felt robbed,0
67762,67762,i did not feel impatient while waiting i was looking at the paintings of tiffany gorgeous pieces hanging on the walls of the guest area,3
27295,27295,i feel like i need to be alone this kind of day,0
45349,45349,i dont want to be negative but currently i feel in a very hopeless emotional state,0
33410,33410,i can do is smile you smiled back holding her hand i feel you your a faithful man,2
26370,26370,i crystallize instils that when you feel solemn voiced and unhappy instead of dressing your grief come to me sustainest your slow flushing straite upon my a href http videopoker,1
30393,30393,i still feel shocked by that,5
64865,64865,i think im not feeling generous enough to pay for a dogsled expedition to the far north,1
64517,64517,i can spend an entire afternoon at a book store and still feel that i was rushed money spent on books is never a waste,3
13349,13349,i hate hiding my feelings and the fact that we never had time and how fate fucked up our chance or how i let fate find its way to forge something between us to let us drift,3
7451,7451,i enjoy the challenge yet feel inhibited by the workload,0
37869,37869,i think if i didn t feel strongly about myself and the others in my life and i was a real jerk i would not have bothered to reach out to you,3
67396,67396,i have been feeling a bit unorganised and stressed recently so this is part of my new aim to be super duper organised and less stressed,3
27291,27291,i do know how you feel about it also and i know that your apologies are completey sincere despite what other people may try to convince me otherwise of,1
39620,39620,i feel quite shaken but also relieved,4
69883,69883,im feeling a little defeated but i really need to keep working,0
56232,56232,i wanted to feel really virtuous id take out the wastebaskets before i went to bed,1
2793,2793,i am starting to feel less stressed and better,3
43379,43379,i feel like my family just broke up with me,0
33666,33666,i just love the sound of my pipes the wind in my face the freedom you feel when you ride the thrill of the ride the funny looks you get because i am a girl riding a bigger bike lol and the anticipation in every turn or swerve of the road,5
44936,44936,i feel so petty you know,3
60877,60877,i feel extremely passionate about as a first time voter and as someone who has witnessed the strong spirit of a college campus during the election,2
39734,39734,i left the interview feeling a bit disheartened but hey one more try one more place down,0
11688,11688,i shouldnt feel threatened by that,4
26759,26759,i feel incredibly honored to be asked to be part of their day,1
40250,40250,i feel fine expects to play section sports subsection entry subsubsection rich tandler s real redskins byline source typename blog mt zipcode sitepageid eventtype pageload eventname load featurename nbcsportsblog searchterm devicetype desktop elem document eventtracker,1
26106,26106,i feel wronged me and robbed me of a childhood i deserved,3
1478,1478,i feel like he s such an ass to be out on a wednesday night partying like he s one of the guys everyone he works with is single and i really really want to be mad at him,3
69855,69855,i feel so good right now,1
33285,33285,i feel my heart is tortured by what i have done,4
1981,1981,i feel all weepy and sad about nothing in particular,0
40644,40644,i feel lucky to have so many nice people in our lives to share the city with,1
39431,39431,i feel a bit strange now,5
64278,64278,i feel this to be a worthwhile effort,1
646,646,i should feel devastated and crushed,0
23155,23155,i feel contented to just stare at your display name even though i know you wont talk to me and i know that i dont have the guts to start a conversation with you,1
66990,66990,i don t feel so smart,1
64174,64174,i feel love for what work that i do and the school that has welcomed me to do so,1
19705,19705,i start to feel guilty about what happened ten years ago i am feeling guilty now not ten years ago,0
3102,3102,im feeling playful so ill wear vera wang lovestruck or even my dream angels forever,1
9816,9816,i feel that it can be valuable for many people but is not necessary for all,1
14764,14764,i begin to feel uncomfortable sharing any aspect of my life with my god intimacy is lost,4
23346,23346,i feel absolutely terrible today just from hits and its just showing me how good i was feeling beforehand its just not worth it,0
43948,43948,i feel like i will always make gaijin mistakes and i m not satisfied playing the gaijin card,1
50936,50936,i feel pretty lame for feeling this way,0
6151,6151,i might even tolerate a phone call if i m feeling benevolent,1
28910,28910,i feel more like a delicate boy,2
18330,18330,i do not feel i have much worth showing i feel a bit dismayed about my work in general,0
6256,6256,i am feeling excited tonight about this rough lay in with a couple of clementines and a new bowl that i got from a florist recently,1
57619,57619,i feel a bit melancholy that weve list this distinguished man of letters,0
44069,44069,i would share our news with the church staff who i was blessed to work with i was feeling especially anxious and maybe even slightly nauseous,4
13803,13803,i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,3
14928,14928,i feel like im doomed until he returns,0
63757,63757,i feel quite foolish not to have anticipated the med school that was going to make a decision and let me know days ago did not make a decision and did not contact me days ago,0
10831,10831,i get to my desk at nine feeling exhausted and tired and grumpy to come home and rush through my to do list and get angry that i havent finished it,0
24846,24846,i can feel myself getting either agitated because i don t like something that is happening aversion or angst y because i want something i can not have at the time craving,4
64233,64233,i feel as if god has lavished these gracious gifts of receiving the scholarship and this opportunity to raise funds for the seminary as part of a wonderful plan to extend and enlarge grover and irmas incredible legacy,1
48128,48128,i started to feel a strong contraction almost immediately,1
39455,39455,i am intending to keep myself busy so that i do not feel quite bothered by the fact that i am alone,3
25333,25333,i feel are the most useful pet related apps,1
17230,17230,i cant stop feeling long enough to think the one that sank slower was a fake,0
3068,3068,i get the feeling that when shes with tom we actually get to see the real kate someone a little more compassionate and vulnerable than her criminal past would have us believe,2
17354,17354,im feeling even more relieved today after retreating from my brief conversion to the republican party in hopes of receiving the many upscale benefits not available to me as a liberal democrat,1
40654,40654,im feeling the pull back into running as far as i can tell my performance in a race has never been hurt by how pale i am,0
55653,55653,i feel that way the jealous longing for about two seconds until i hear the echo of loneliness that drowns out everything important about this life,3
14885,14885,i observed terry was keenly interested in making everyone she met feel like a beloved child of god,1
46466,46466,i also got the feeling that the clerks may have been skeptical about the amount on the gift card,4
31106,31106,i really feel unwelcome it s nice to see that you are thinking about the guests,0
34526,34526,i woke up feeling lousy,0
51393,51393,i began to feel agitated knowing that my right arm being a lymphoedema limb is prone to after affects should the strap be too tight,3
17042,17042,i feel so lost and abandoned by everyone including my therapist and home is terrible and i m trying to face surgery and changes and loss the ptsd is fully flared and i m feeling a failure at everything in life i ve been fighting so hard for so long for so many reasons and nothing ever works out,0
43034,43034,i like emotional people however how can i thrust to give you my heart one day when i know you choose to do nothing about it and avoiding it becos u feel emotional when it got hurt,0
65356,65356,i have to feel tortured in order to make what i deem true art,3
61241,61241,i feel like i missed a lot of my youth but i try not to dwell on that,0
32151,32151,i think it has something to do with my body releasing weight feeling shocked and then holding on to it but i m not entirely sure,5
19481,19481,i am feeling heartbroken for the people in connecticut,0
13250,13250,i can t stand the feeling of trapping parts of myself as unwelcome as they are in such a tight cage,0
47899,47899,i feel sorry for you and you just a fool a life of fools with one end silicone raphael sommer products you cloying like caramel,0
57052,57052,i feel little and tender,2
2205,2205,i was still feeling extremely tender,2
6080,6080,i have both feelings of melancholy and relief about not going back to missouri,0
27274,27274,i feel convinced that the crucifixion has not much to do with the world s attitude toward the jew that the reasons for it are much older than that event,1
40632,40632,i feel messy again,0
48812,48812,i feel like im the only person some of my families have to watch their precious babies,1
25327,25327,i seldom feel content in those safe places mostly because i think my brain is light years ahead of the present moment regardless that s something i m working on and it has to do with being present and living fully consciously,1
17519,17519,id be your memory feelings insincere,3
60304,60304,i know get the feeling that the casual flirting has gone and the messages we have been sending each and when we talk is now dry and dull,1
21736,21736,i am angry because i feel alone and lost,0
21865,21865,i feel so doubtful when everyone was so happy,4
27335,27335,ive seen this film i feel bad for tom for someone to feel something like that after all that he has done for her but then one should also realized that he freely gave it she didnt ask for it it came all naturally so no one is to be blamed,0
65607,65607,i hear one i feel like im eavesdropping on a friend whos trying to convince a girl using less than sincere but flattering words to go out or sleep with him when shes clearly not that interested,1
69070,69070,i feel damn remorseful haha i got really hungry after seeing those pictures considering that i didnt take my lunch in school today,0
24497,24497,i feel like little miss slutty pants,2
2126,2126,i had to share what i dreamed because im feeling really disturbed about it,0
55324,55324,i feel as though im more outgoing less shy and more outspoken,1
6045,6045,i am sure those things that i feel distressed and stressed out about when they think about such matter they must feel that i should be grateful for what i have,4
50130,50130,i feel like im as rich as oprah winfrey,1
3605,3605,i feel sorry for it so i let it go,0
49357,49357,i feel he the innocent man would be saying it,1
34101,34101,i feel like im applying for uni because im pressured to but i dont exactly know if i want to study,4
49310,49310,i feel eager each morning to start the day,1
18537,18537,i finally feel i have accepted nashville as home,2
54540,54540,i hope to feel a bit more creative again soon and miss its presence in my life blog,1
38240,38240,i am feeling a bit smug about all this because i don t want to say i told you so but of course i did,1
23353,23353,i could feel my knee but i was determined to finish my planned long run of km,1
40045,40045,i feel as if the only thing that comes out of my mouth has been vicious comments,3
30430,30430,i told him to tell her i had vomited and was feeling shaky both signs of transition i knew,4
57779,57779,i feel the most inspired,1
53325,53325,i feel sort of reassured that you own this too,1
11494,11494,ill get around to taking a picture of the whole thing right now im feeling pretty impressed that i blogged about the whole thing and its only a month after the project happened,5
46723,46723,i was sitting right next to him and i had a strong feeling that i liked him,2
10644,10644,i feel even remotely as passionate as i did last years top picks but taken as a whole i feel like was a more satisfying movie year than perhaps even the most satisfying since i started blogging in which was incidentally an unusually great year for movies,1
2597,2597,i feel that my photos did not do justice to this gorgeous architectures,1
65763,65763,i have ten years behind me now of painting professionally and i finally feel really confident now,1
24875,24875,i feel strange not being able to help you and nag you anymore so make sure you have plenty of tissues stocked in the supply cabinet remember to sign the absence report on thursdays and please laugh everyday and take care of each other at least for me,4
70741,70741,i feel disturbed because of the entry about the warning letter instead,0
47849,47849,i dont open up to people until i feel that ive gained their trust im extremely stubborn and it takes a lot to change my opinion of anything,3
10133,10133,im on antibiotics and strong painkillers slowly getting better but still feeling very exhausted mightily lethargic and exceedingly drained hence my lack of posts or comments lately,0
25996,25996,i sometimes feel lonely,0
28646,28646,i thought a million times about how weird id feel and how weird id look going to a ganaza of someone i never met,4
65565,65565,i feel irritable today but i dont have to go searching for looser pants,3
38762,38762,i feel pathetic surely i should force myself to go,0
46031,46031,i feel surprised and amazed when i saw the flash mobs from oversea fans,5
60212,60212,i had thousands of dollars in student loans to pay off and i was feeling rather helpless,0
17463,17463,i was smiling i felt like i could understand shintaro and all nods nods yes the life where you feel like you cant live without the computer and all and ene is just so cute but then i think this chapter in whole is not a very good one,1
49724,49724,i won t say more but for those living in pakistan you know what it means to be able to work from home doing tasks that challenge you and give you a feeling of accomplishment and satisfaction making you realize your education was not in vain,0
35020,35020,i feel ok about it perhaps i will do it more often,1
52491,52491,i dont know if its because i never slept last night but i feel ecstatic,1
1185,1185,i feel like i loved him too,2
52269,52269,i use to watch and laugh at people while they were feeling pain or were soon to be killed because i grew up only caring about my grandparents,2
33858,33858,i remember feeling so energetic and the need for coffee was not there,1
57354,57354,i feel confused trying to figure out where i am and what is happening,4
56556,56556,i get scared i feel ignored i feel happy i get silly i choked on my own words i make wishes i have dreams amp i still want to believe anything could happen in this world for an ordinary girl like me,0
24373,24373,i feel so skeptical,4
63760,63760,i still feel this bitterness towards the universe which denied me the chance to have a happy and healthy relationship with the one woman that most young women my age have the closest relationship with,1
38836,38836,i feel a little bit dazed,5
48094,48094,i am feeling unseasonably romantic lately are you,2
19471,19471,i know would never want their child to feel ugly inadequate ill equipped or daunted but often times they our children internalize the inadequacies in themselves because they hear us verbalize our own,0
43743,43743,i had when i understood that the only people that i feel resentment towards are the ones that i feel threatened by,4
55937,55937,i can properly create the containers that i need to feel safe in as i move forward,1
23286,23286,i feel impolite to drink it all myself and not offer any to my guest and i do hope that you will be my guest and not just the water delivery person,3
47730,47730,i got this award i feel even more honoured,1
46045,46045,i know he has some close girl friends and i feel intimidated by them,4
66736,66736,i feel doubtful of my judgement of what kind of person he really is,4
69596,69596,i feel and it was actually valuable for me throughout the fresh method of fresh has the way of immediate millionaire techniques,1
55691,55691,i feel talented pretty and like someone people want to be friends with and i really like that,1
33307,33307,i feel totally idiotic totally screwed,0
69394,69394,i have been feeling bad knowing that he died at the age of i will never be able to talk to or see my son again,0
18500,18500,i mean sleeping those hours of spare time away waking up feeling grumpy and then finding the need to blog,3
56426,56426,i feel the sweet red leaves,2
5089,5089,i feel like now i have the opportunity to become smart to embrace knowledge and really learn about everything i have daydreamed of learning,1
39804,39804,i feel worthless useless unloved,0
29745,29745,i just need to learn to tell him how im feeling more because he was shocked about the whole power over me thing,5
9998,9998,i reflect on the past i become angry feel hopeless confused sad,0
61387,61387,i had nothing to feel devastated about in comparison,0
32546,32546,i watch it when i m feeling lonely even,0
18802,18802,i know how it feels to be stunned by your own existence feeling that nothing is real or that you are trapped inside your own body,5
6872,6872,i know that someone has taken a leap of faith for me and that is a very special sense of confidence to be placed in when i am feeling so shaky,4
33788,33788,i only ended up feeling very strange,4
33206,33206,i and tasha are complaining to the bus company because they feel that they have been victimized,0
64700,64700,i supposed to feel better about myself if i look at the gallery and see a child actor who was adorable as a tot and now looks like a regular normal person,1
26646,26646,i can tell she feels superior and more,1
66309,66309,im allowing the images to suggest or reveal in order to preserve the delicate sense of awe and mystery i feel in the face of this incredibly rich civilization,1
18581,18581,i have been kinda on the edge of the smaller size anyways but still i am feeling fab and the hubs even commented i would tap that,1
5480,5480,i feel tortured singing up there and when the spirit hits me theres nothing but this loud uncontrollable horrific cry that i try to stiffle with my hands but you can hear it all over the sanctuary the pain in the cry is so evident and i dont even recognize my own voice,3
34494,34494,i also have that wonderful feeling of being resigned to doing something,0
11754,11754,i listen to when i feel like listening class delicious title share this on del,1
43217,43217,i feel vulnerable but thats ok,4
44874,44874,i feel the melancholy start to move through my bloodstream a knock resounds on my frontal lobe and inside my head i scream go away,0
60683,60683,i will make updates to the blog when i feel i have something valuable to say,1
26183,26183,ive been feeling so strangely agitated that it seemed a long way off,3
37654,37654,i feel that tw steel has been very smart in making their marketing budget work smarter,1
27888,27888,i feel a little foolish talking to myself in the mirror but it s supposed to help me actually believe that what i m saying is true,0
61491,61491,i feel like if you read something especially a poem and a clever turn of phrase catches your eye and ear and heart than the poem has done its job,1
24379,24379,im feeling optimistic about my future my life my kids my state of mind my spirituality,1
18785,18785,i feel vile dirty cynical negative ndisappointe,3
48521,48521,i am feeling thankful,1
70628,70628,i feel safe being a loser and this attitude is reflected in the way i live,1
24466,24466,i am not a fan of expousing my true feelings for my beloved when halmark tells me to,1
24923,24923,i feel i need more summer but before the melancholy sets in i realize i can only get more summer by going through another winter,0
41043,41043,i love being creative it makes me feel vital,1
25276,25276,i can try and find a place where i feel welcomed online much easier than i can in the outside world,1
28320,28320,i association director may feel apprehensive about giving you access to their sheep,4
13788,13788,i dont remember what was said in the dream now that im awake i feel like everthing has been resolved,1
32152,32152,i feel resolved to do what ive wanted to do all along,1
24095,24095,i really have gotten to a place where if i go for more than a day or two without writing i begin to feel very anxious very displaced,4
62015,62015,i am in that place between places where it feels weird and uncomfortable,5
19334,19334,i voted for if youre not feeling too happy with the results or if you dont want a spoiler on who won hey maybe you tivo ed it,1
56562,56562,i donated them to the natural history museum where they will now reside i admittedly feel pretty cool having a collection in the museum granted they reside in the basement but still,1
61108,61108,i am feeling a little bitchy today well this whole week really and what calms me is internet browsing,3
6844,6844,i don t know how else to describe it except to say that i had the same feeling about three weeks before my beloved grandmother passed away,1
9664,9664,i saw something that brought me crashing back down to earth and that was this said young lady expressing her feelings for the guy i liked,2
30919,30919,i just feel like were doomed,0
9160,9160,i got the top pulled weeks ago and the gums feel irritated i feel a tiny ear pain sometimes but not often no blood at all the gums feel more irritated on the outside then in the inside,3
6975,6975,im and realise that all around you people are getting married you will feel so annoyed and be like why in the world people marry so young these days while you on the other hand are blessed with the news that your guy cheated on you with a dumb year old who might be suicidal immature both,3
5802,5802,i make i feel like nothing will ever replace such fond memories of the jeremys i love math cyrus the gts and extended crew drinie and the rest of the gang poker and pool nights at steves hanging around watching tv in my basement sigh gone forever great song too,2
19737,19737,i feel reluctant as i type that,4
5971,5971,i gotta say though whatever kind of person he was and i feel like i know just enough to almost not want to know more dali was a wonderful artist,1
22205,22205,i feel burdened by the hearts of the poor by people out there who dont have meals much less movies,0
21252,21252,i felt judged by much older people who really didnt understand me so feeling rejected i stopped going,0
41682,41682,i feel it s a worthwhile cause and hope you decide to participate,1
9498,9498,i feel like sodas that rely on strong but not sweet flavors lemon say or grapefruit or ginger tend to make much better diet sodas as any faux sugar aftertaste is masked by something stronger,1
15478,15478,ive never had the one that got away feeling before but now that i know it its not pleasant,1
45572,45572,i feel like i am being so heartless,3
55795,55795,i have no interest in going backwards in talking about what i may have felt or whatever in hearing about how he thinks he feels which is such a fucked up phrase that that alone should tell you how screwed up he is about this stuff that i go for the easy answer ridicule,3
47483,47483,i feel as though i owe all my loyal readers an explanation as to why i have been slacking,2
33667,33667,i feel as if i have to be his devoted and loyal housewife in order to keep the status quo,2
40266,40266,i feel as though i have deprived him like i have failed him in not being able to provide for him something so basic something so many people have no trouble providing something which seems a financial and logistical impossibility for me,0
59634,59634,i end up feeling more irritable and snapping at people,3
6041,6041,i was feeling the need to nudge myself beyond all the fabulous input and start generating some output,1
49709,49709,i feel myself drained of energy i will always take spiritual meditation listen to holy hymns to lead me out of weariness,0
42126,42126,i was feeling guilty that i didnt find it for and repaint in myself but for a mere i thought i d save myself a lot of work,0
9933,9933,i feel like every move i make is erasing some vital part of my future,1
30971,30971,i was feeling nervous but really excited i just wanted to get started,4
60940,60940,i tried to lightly let her know i was ticked over the betrayal she acted like she didnt give a flying f about how i feel honestly i shouldnt be so surprised,5
69681,69681,ive never had a physical one bless my good celtic genes but all the same i feel like hell irritable headachey filled with a righteous rage so potent that i dont think i even have the words to describe it,3
59079,59079,i do have a slight headache and i feel alittle agitated not sure why,3
20920,20920,i feel that there is nothing more truly artistic than to love people describes my mother perfectly,1
62077,62077,i really hope im in good condition to make this hike because my left knee has been feeling a bit tender after i injured it on the last trip with the coring crew,2
56615,56615,i feel so virtuous my wife has just shot off to the hairdressers,1
58022,58022,i learn from them support their efforts and do not feel at all threatened by them,4
56226,56226,i feel kinda crappy whether i m sick or blue or otherwise feeling low i always feel the best when i take the time to pamper myself a little bit,0
45291,45291,i feel as if i am writing these moments in vain,0
162,162,i was back in my hometown feeling unhappy in need of an escape,0
59617,59617,i feel ashamed and bad when i look at some of the ladies,0
17087,17087,i could use my lack of calories and caffeine but as an excuse but in all honesty i m feeling pretty good,1
8363,8363,im feeling shy and then waving at the window and voila,4
37889,37889,i am feeling lonely too email me at rabbani,0
24124,24124,im feeling ferocious,3
46344,46344,i feel its vital not to do too many coats of paint otherwise youll lose detail the key thing is to find the right balance as well because if you leave it too thinly youll get the previous paint colours showing through its something i learnt with my metropolis custom a long while back,1
7975,7975,i couldn t help but feel that bit more appreciative towards every plant every animal and every human being surrounding my life,1
36802,36802,i seem to feel homesick when i hear you call from far down the road,0
55466,55466,ive had one free day so far and i didnt go crazy but at the end of the day i really didnt feel as energetic self confident and overall healthy as i had the past week,1
70564,70564,i was feeling a little agitated and,4
64121,64121,i feel is that sometimes my family is pleasant and sometimes they aren t,1
7918,7918,i feel like when i m i will have accepted that fact that i am indeed old,2
44823,44823,i stop hurting feeling resentful btiter,3
35340,35340,i feel terribly mad at him for taking lives of young innocent ones who could have experienced life to the fullest,3
10580,10580,i was there bright and early feeling out of my leauge shaky a little sick with nerves,4
26913,26913,i feel like it i will also mix it with beaten egg put it in a hot frying pan and come up with this a onblur try parent,0
68342,68342,i feel i should explain that the fab outfit i have in mind to make first for whitby actually comes into being after the three other dresses and a suit for demi,1
43658,43658,i feel safer hated,3
42221,42221,i could write whatever wish i like to vent out my feelings on a blank paper,0
45233,45233,i would feel and reassured me that his team would do whatever it took to take me safely to the summit but i needed to communicate all what i felt to my guide so he could do what was appropriate,1
37551,37551,i understand that may lower the risk of hiv transmission but i m still feeling kind of funny about it,5
62889,62889,i think i would feel cheated if i devoted so much of my spiritual focus energy beleif what have you just to have a safety net that i will never truly be able to see the effects of,2
43953,43953,i do feel that its a pleasant treat for those on a budget,1
33929,33929,i enjoy art related books and have a feeling i missed this one although i have studied the painting a lot,0
40625,40625,i am just feeling as fucked every night,3
39578,39578,i totally agree its so early in november and im feeling so festive already,1
44319,44319,when i was just to be divorced,4
27451,27451,i feel like i havent valued the moments t,1
33289,33289,i feel stunned stoned what ever makes the strongest effect i really feel terrifying emptiness inside i m nearing another confrontation something i hate to be in again and again,5
46024,46024,i dont usually wear sleeveless tops or dresses because i feel insecure about my arms,4
24588,24588,i feel pretty numb about it,0
6744,6744,im just feeling tragic about this distance between us and i want to be a better keep in toucher person,0
62248,62248,im now kinda used to it with weddings and have to remind myself every saturday morning how amazing im gonna feel in approximately two hours when im getting emotional watching my bride get in to her wedding dress,0
22865,22865,i sometimes hear from wives who feel very lonely isolated and vulnerable during their trial or marital separation,0
69449,69449,i find it all very amusing because he is completely oblivious to the flirtations when i point out the fact that someone might be feeling a little amorous towards him,2
55931,55931,i miss my boss but he never contacts me any more i feel heartbroken should i email him again or forget him,0
56855,56855,i feel like mad men series in this set which soon i will be sharing in the blog,3
9094,9094,id love to be able to play an instrument and not feel useless,0
53781,53781,i initiate this blog feel good feeling good as a help and support group for those who are in a less fortunate position than me,1
51555,51555,i don t like feeling grouchy and all slouchy haha,3
19380,19380,i feel a little guilty sometimes for chasing my dreams,0
16038,16038,i had no idea how he had been feeling unimportant to me and i was beyond upset that he had not been honest with me about his feelings,0
51161,51161,i feel restless bouncing around inside the unstructured lines of our summer days,4
